epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,14600.2,2.0299,0.84763,2.1254,0.96427,0.97779,0.9885,0.75493,1.63839,0.54967,2.00838,0.00352037,0.00352037,0.00352037
62,14849.6,2.01765,0.84479,2.11642,0.96925,0.97259,0.98826,0.75571,1.6303,0.54719,2.00383,0.00337325,0.00337325,0.00337325
63,15097,2.01551,0.84018,2.12105,0.96547,0.97798,0.98824,0.75635,1.62516,0.54599,2.00033,0.00322778,0.00322778,0.00322778
64,15336.1,2.00842,0.83593,2.11196,0.96961,0.97457,0.98801,0.75698,1.62192,0.54356,1.99762,0.00308412,0.00308412,0.00308412
65,15581.5,2.00795,0.83201,2.11643,0.96547,0.97813,0.98796,0.75732,1.61988,0.54299,1.99737,0.00294239,0.00294239,0.00294239
66,15833.9,1.99527,0.82868,2.10977,0.96889,0.9763,0.98809,0.75724,1.61691,0.54213,1.99647,0.00280275,0.00280275,0.00280275
67,16085.4,1.9881,0.81844,2.1104,0.96754,0.97805,0.98823,0.75868,1.61497,0.54087,1.9949,0.00266532,0.00266532,0.00266532
68,16333.3,1.98065,0.81926,2.10572,0.96269,0.98211,0.98839,0.75942,1.6134,0.53872,1.99304,0.00253024,0.00253024,0.00253024
69,16583.2,1.97506,0.81281,2.10204,0.9662,0.97951,0.98808,0.75989,1.6099,0.5375,1.9901,0.00239766,0.00239766,0.00239766
70,16832.8,1.97196,0.81245,2.09663,0.96818,0.97857,0.98829,0.75972,1.6104,0.53634,1.99013,0.00226769,0.00226769,0.00226769
71,17082.1,1.96597,0.80728,2.09199,0.96854,0.97865,0.98799,0.76025,1.60575,0.53566,1.98704,0.00214046,0.00214046,0.00214046
72,17330.7,1.96328,0.80399,2.08964,0.9695,0.97806,0.98834,0.76094,1.60418,0.53524,1.98498,0.00201611,0.00201611,0.00201611
73,17582.2,1.96144,0.80261,2.09152,0.96665,0.98047,0.98833,0.76019,1.60425,0.53464,1.98535,0.00189475,0.00189475,0.00189475
74,17834.4,1.94514,0.7956,2.08574,0.96579,0.97908,0.98805,0.76119,1.59974,0.53389,1.98357,0.00177651,0.00177651,0.00177651
75,18084.9,1.93677,0.79274,2.08503,0.96914,0.97769,0.9883,0.76113,1.59879,0.53126,1.98329,0.00166149,0.00166149,0.00166149
76,18333.6,1.93508,0.78384,2.08636,0.96851,0.97784,0.98838,0.76104,1.59768,0.53147,1.98291,0.00154982,0.00154982,0.00154982
77,18582.2,1.93524,0.78231,2.08394,0.96852,0.9782,0.98843,0.76065,1.5972,0.52879,1.98221,0.00144161,0.00144161,0.00144161
78,18832.1,1.91905,0.78369,2.08026,0.96969,0.97871,0.98833,0.7608,1.59663,0.52806,1.98222,0.00133695,0.00133695,0.00133695
79,19080.1,1.90957,0.77792,2.0775,0.96898,0.97942,0.98848,0.76096,1.5957,0.52879,1.98235,0.00123596,0.00123596,0.00123596
80,19330.9,1.90948,0.77205,2.06647,0.96947,0.97942,0.98839,0.76104,1.59388,0.52674,1.98061,0.00113873,0.00113873,0.00113873
81,19580.2,1.90726,0.76886,2.07407,0.96883,0.98053,0.98831,0.761,1.59257,0.52625,1.97937,0.00104537,0.00104537,0.00104537
82,19831.9,1.90656,0.76588,2.06363,0.96896,0.979,0.98827,0.76073,1.59188,0.52653,1.97901,0.000955951,0.000955951,0.000955951
83,20081.4,1.89577,0.76617,2.07036,0.96718,0.98178,0.98829,0.76073,1.59083,0.52645,1.97828,0.000870577,0.000870577,0.000870577
84,20331.2,1.88809,0.76166,2.06325,0.9694,0.97934,0.98818,0.76072,1.58932,0.52495,1.97742,0.000789327,0.000789327,0.000789327
85,20580.3,1.89316,0.76174,2.06586,0.96866,0.97966,0.98826,0.7612,1.58817,0.52477,1.97669,0.000712282,0.000712282,0.000712282
86,20830.4,1.89028,0.75167,2.05786,0.96927,0.97963,0.98813,0.76143,1.58738,0.52444,1.97602,0.000639518,0.000639518,0.000639518
87,21079.7,1.87477,0.75213,2.05773,0.96855,0.97898,0.98805,0.76114,1.58662,0.52459,1.97561,0.000571106,0.000571106,0.000571106
88,21330.1,1.88019,0.75934,2.06251,0.96616,0.98244,0.98823,0.76169,1.58542,0.52404,1.97502,0.000507115,0.000507115,0.000507115
89,21580.4,1.87092,0.74978,2.05787,0.96846,0.98046,0.98824,0.76158,1.58457,0.52357,1.97459,0.000447606,0.000447606,0.000447606
90,21832.4,1.86895,0.75039,2.05907,0.96749,0.98084,0.98809,0.76128,1.58408,0.52313,1.97436,0.00039264,0.00039264,0.00039264
91,22075.2,1.87923,0.6377,2.08877,0.96758,0.98142,0.98815,0.76144,1.58353,0.52253,1.97403,0.00034227,0.00034227,0.00034227
92,22314.8,1.86872,0.63194,2.0839,0.96609,0.98272,0.98829,0.76175,1.58283,0.52309,1.97376,0.000296546,0.000296546,0.000296546
93,22552,1.86278,0.62653,2.0823,0.96791,0.98119,0.9883,0.76163,1.58279,0.52216,1.97375,0.000255513,0.000255513,0.000255513
94,22786.1,1.85407,0.62521,2.07713,0.96678,0.98236,0.98843,0.76195,1.58275,0.52165,1.97363,0.000219212,0.000219212,0.000219212
95,23019.7,1.85307,0.62361,2.07646,0.96879,0.98006,0.98843,0.76192,1.58246,0.52186,1.97351,0.000187678,0.000187678,0.000187678
96,23250.8,1.85197,0.62404,2.08155,0.96836,0.98075,0.98841,0.76199,1.58248,0.52247,1.9735,0.000160943,0.000160943,0.000160943
97,23488.9,1.84543,0.61894,2.07364,0.96778,0.98192,0.98837,0.76233,1.58264,0.52226,1.97347,0.000139032,0.000139032,0.000139032
98,23729.1,1.84589,0.62257,2.07776,0.96733,0.98206,0.98838,0.76215,1.58275,0.52218,1.97364,0.000121968,0.000121968,0.000121968
99,23957.4,1.8421,0.61878,2.07991,0.96816,0.98134,0.98846,0.76235,1.58257,0.52179,1.97358,0.000109768,0.000109768,0.000109768
100,24191.6,1.8444,0.61744,2.07642,0.96859,0.98148,0.98853,0.76259,1.58237,0.52171,1.97365,0.000102443,0.000102443,0.000102443
